Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A062938,MAISY,Cat,Spayed Female,,1.5,DOMESTIC SH,BRN TABBY,981020045536139,02/12/2022,Foster,Over the Counter,Adoption,Walk-In,02/12/2022,Saturday,Saturday
A062939,SADIE MOO,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045525210,03/14/2022,Transfer,Transfer,Adoption,Walk-In,04/20/2022,Monday,Wednesday
A062939,SADIE MOO,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045525210,11/27/2021,Stray,Animal Control,Foster,Adoption,12/11/2021,Saturday,Saturday
A062939,SADIE MOO,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045525210,12/14/2021,Foster,Over the Counter,Adoption,Walk-In,12/14/2021,Tuesday,Tuesday
A062941,BABY,Dog,Spayed Female,3,,PIT BULL,BLACK,,11/27/2021,Stray,Animal Control,Return to Owner,Walk-In,11/30/2021,Saturday,Tuesday
A062941,BABY,Dog,Spayed Female,3,,PIT BULL,BLACK,981020047549133,02/23/2022,Owner Surrendered,OTC APPT,Foster,M/L DOG,05/06/2022,Wednesday,Friday
A062941,BABY,Dog,Spayed Female,3,,PIT BULL,BLACK,981020047549133,06/26/2022,Foster,Over the Counter,Adoption,Walk-In,06/26/2022,Sunday,Sunday
A062943,VALENTINE,Cat,Spayed Female,,1.25,DOMESTIC SH,BLACK,,11/27/2021,Stray,Over the Counter,Foster,Underage or Underweight,11/28/2021,Saturday,Sunday
A062943,VALENTINE,Cat,Spayed Female,,1.25,DOMESTIC SH,BLACK,981020045384797,03/29/2022,Foster,Over the Counter,Adoption,Walk-In,03/29/2022,Tuesday,Tuesday
A062943,VALENTINE,Cat,Spayed Female,,1.25,DOMESTIC SH,BLACK,981020045384797,01/11/2022,Foster,Over the Counter,Foster,Adoption,01/11/2022,Tuesday,Tuesday
A062955,GINGER,Dog,Spayed Female,2,,BEAGLE,TRICOLOR,981020045193035,12/14/2021,Foster,Over the Counter,Adoption,Walk-In,12/15/2021,Tuesday,Wednesday
A062955,GINGER,Dog,Spayed Female,2,,BEAGLE,TRICOLOR,981020045193035,11/29/2021,Stray,Animal Control,Foster,Adoption,12/07/2021,Monday,Tuesday
A062957,MAGGIE,Dog,Spayed Female,6,,BELG MALINOIS,BROWN,985113001009572,12/01/2021,Owner Surrendered,OTC APPT,Transfer,Rescue Group,12/03/2021,Wednesday,Friday
A062957,MAGGIE,Dog,Spayed Female,6,,BELG MALINOIS,BROWN,985113001009572,11/30/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/01/2021,Tuesday,Wednesday
A062960,GRACIE,Cat,Spayed Female,,2,DOMESTIC LH,GRAY,,11/30/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,12/01/2021,Tuesday,Wednesday
A062960,GRACIE,Cat,Spayed Female,,2,DOMESTIC LH,GRAY,981020045314045,03/25/2022,Foster,Over the Counter,Adoption,Website Information,03/25/2022,Friday,Friday
A062960,GRACIE,Cat,Spayed Female,,2,DOMESTIC LH,GRAY,981020045314045,01/04/2022,Foster,Over the Counter,Foster,Adoption,01/07/2022,Tuesday,Friday
A062962,OREO,Cat,Neutered Male,,1.7,DOMESTIC SH,BLACK,981020045334737,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,12/28/2021,Tuesday,Tuesday
A062962,OREO,Cat,Neutered Male,,1.7,DOMESTIC SH,BLACK,,11/30/2021,Stray,Over the Counter,Foster,FINDER,11/30/2021,Tuesday,Tuesday
A062968,RAY,Cat,Neutered Male,,4,DOMESTIC SH,BLK TABBY,981020045099397,11/30/2021,Stray,Over the Counter,Foster,Behavior Manageable,04/14/2022,Tuesday,Thursday
A062968,RAY,Cat,Neutered Male,,4,DOMESTIC SH,BLK TABBY,981020045099397,05/02/2022,Foster,Over the Counter,Adoption,Walk-In,05/04/2022,Monday,Wednesday
A062971,RIZZO,Cat,Neutered Male,5,,DOMESTIC SH,ORG TABBY,981020047901726,10/05/2022,Foster,Over the Counter,Adoption,Walk-In,10/05/2022,Wednesday,Wednesday
A062971,RIZZO,Cat,Neutered Male,5,,DOMESTIC SH,ORG TABBY,,12/01/2021,Owner Surrendered,OTC APPT,Foster,Behavior Manageable,03/28/2022,Wednesday,Monday
A062971,RIZZO,Cat,Neutered Male,5,,DOMESTIC SH,ORG TABBY,981020047901726,04/06/2022,Foster,Over the Counter,Foster,Behavior Manageable,04/26/2022,Wednesday,Tuesday
A062976,RUDOLPH,Dog,Spayed Female,,7,PIT BULL,BR BRINDLE,981020045513320,12/22/2021,Foster,Over the Counter,Foster,Adoption,12/22/2021,Wednesday,Wednesday
A062976,RUDOLPH,Dog,Spayed Female,,7,PIT BULL,BR BRINDLE,981020045513320,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,12/28/2021,Tuesday,Tuesday
A062976,RUDOLPH,Dog,Spayed Female,,7,PIT BULL,BR BRINDLE,981020045513320,12/01/2021,Stray,Over the Counter,Foster,Illness Minor,12/09/2021,Wednesday,Thursday
A062978,,Other,Unknown,,6,RACCOON,BLACK,,12/01/2021,Stray,Animal Control,Disposal of Deceased Pet,,12/01/2021,Wednesday,Wednesday
A062982,TOOTHLESS,Cat,Neutered Male,1,,DOMESTIC SH,BLACK,985113006097947,12/02/2021,Stray,Over the Counter,Adoption,Walk-In,01/08/2022,Thursday,Saturday
A062984,,Dog,Neutered Male,1,,MALTESE,CREAM,981020045564880,12/02/2021,Stray,Animal Control,Adoption,Walk-In,12/15/2021,Thursday,Wednesday
A062988,PURRINCE FLUFFYBOTTOM,Cat,Neutered Male,,6,DOMESTIC SH,ORANGE,981020045332024,12/02/2021,Owner Surrendered,Animal Control,Adoption,Walk-In,01/01/2022,Thursday,Saturday
A062991,P. SHERMAN,Cat,Neutered Male,1,,DOMESTIC SH,BLK TABBY,981020045584253,12/03/2021,Stray,Over the Counter,Foster,Injury Minor,12/17/2021,Friday,Friday
A062991,P. SHERMAN,Cat,Neutered Male,1,,DOMESTIC SH,BLK TABBY,981020045584253,01/04/2022,Foster,Over the Counter,Adoption,Walk-In,01/04/2022,Tuesday,Tuesday
A062998,KAREN,Cat,Spayed Female,,2.8,DOMESTIC SH,TORBIE,981020045318735,12/02/2021,Owner Surrendered,Animal Control,Adoption,Walk-In,01/01/2022,Thursday,Saturday
A063001,NOELLE,Other,Female,,6,RAT,BLACK,,12/03/2021,Transfer,,Adoption,Walk-In,12/11/2021,Friday,Saturday
A063003,,Dog,Male,,3,PIT BULL,BLUE,U21-000335,12/03/2021,Stray,Animal Control,Transfer,Private Animal Shelter,12/09/2021,Friday,Thursday
A063003,,Dog,Male,,3,PIT BULL,BLUE,U21-000335,12/03/2021,Stray,Animal Control,Transfer,Private Animal Shelter,12/09/2021,Friday,Thursday
A063017,BELLA,Dog,Female,11,,PARSON RUSS TER,TAN,982126054281318,12/05/2021,Stray,Animal Control,Return to Owner,Walk-In,12/06/2021,Sunday,Monday
A063020,CANNON BALL,Dog,Neutered Male,1,,AMER BULLY,BLUE,981020045319672,12/06/2021,Stray,Animal Control,Foster,Adoption,12/21/2021,Monday,Tuesday
A063020,CANNON BALL,Dog,Neutered Male,1,,AMER BULLY,BLUE,981020045319672,01/11/2022,Foster,Over the Counter,Adoption,Walk-In,01/11/2022,Tuesday,Tuesday
A063020,CANNON BALL,Dog,Neutered Male,1,,AMER BULLY,BLUE,981020045319672,01/11/2022,Temporary,,Foster,Adoption,01/20/2022,Tuesday,Thursday
A063020,CANNON BALL,Dog,Neutered Male,1,,AMER BULLY,BLUE,981020045319672,01/22/2022,Foster,Over the Counter,Adoption,Walk-In,01/22/2022,Saturday,Saturday
A063021,BABYGIRL,Dog,Female,,11,PIT BULL,BLUE,,12/06/2021,Stray,Animal Control,Return to Owner,Walk-In,12/06/2021,Monday,Monday
A063027,,Cat,Female,,8,DOMESTIC SH,BRN TABBY,,12/07/2021,Stray,Over the Counter,Foster,FINDER,12/07/2021,Tuesday,Tuesday
A063027,,Cat,Female,,8,DOMESTIC SH,BRN TABBY,,12/14/2021,Foster,Over the Counter,Transfer,Private Animal Shelter,12/14/2021,Tuesday,Tuesday
A063031,,Cat,Male,,0.8,DOMESTIC SH,BLACK,,12/07/2021,Stray,Over the Counter,Euthanized,Illness Severe,12/08/2021,Tuesday,Wednesday
A063032,,Other,Unknown,,,RACCOON,BLACK,,12/07/2021,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,12/07/2021,Tuesday,Tuesday
A063034,QUE,Dog,Male,,,PIT BULL,BLUE,,12/08/2021,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,02/10/2022,Wednesday,Thursday
A063042,LERAY,Dog,Female,,8,PIT BULL,GRAY,9820910651508841,12/04/2021,Stray,Over the Counter,Return to Owner,Outside of Shelter,12/04/2021,Saturday,Saturday
A063048,NOMI,Other,Spayed Female,2,,RABBIT SH,BLACK,981020043656701,12/09/2021,Stray,Animal Control,Adoption,Walk-In,12/21/2021,Thursday,Tuesday
A063050,CHUCKY,Dog,Male,,9,PIT BULL,BR BRINDLE,981020045574519,12/09/2021,Stray,Animal Control,Return to Owner,Walk-In,12/12/2021,Thursday,Sunday
A063050,CHUCKY,Dog,Male,,9,PIT BULL,BR BRINDLE,981020045574519,06/22/2022,Stray,Over the Counter,Return to Owner,Walk-In,06/23/2022,Wednesday,Thursday
A063057,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,981020045370618,02/03/2022,Foster,Over the Counter,Adoption,Walk-In,02/04/2022,Thursday,Friday
A063057,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,,12/10/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,12/23/2021,Friday,Thursday
A063059,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,,12/10/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,12/23/2021,Friday,Thursday
A063059,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,981020045350385,02/03/2022,Foster,Over the Counter,Adoption,Walk-In,02/04/2022,Thursday,Friday
A063060,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,,12/10/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,12/23/2021,Friday,Thursday
A063060,,Dog,Neutered Male,,,GERM SHEPHERD,TRICOLOR,981020045354339,02/03/2022,Foster,Over the Counter,Adoption,Walk-In,02/04/2022,Thursday,Friday
A063067,,Cat,Unknown,,1.75,DOMESTIC SH,GRAY,,12/11/2021,Stray,Over the Counter,Euthanized,Illness Severe,12/11/2021,Saturday,Saturday
A063069,BUBBY,Dog,Neutered Male,,9,PIT BULL,WHITE,981020045577835,12/11/2021,Stray,Animal Control,Return to Owner,Walk-In,12/17/2021,Saturday,Friday
A063069,BUBBY,Dog,Neutered Male,,9,PIT BULL,WHITE,981020045577835,06/01/2022,Confiscated,Animal Cruelty,Adoption,Walk-In,06/28/2022,Wednesday,Tuesday
A063071,CHASE,Dog,Neutered Male,5,,TIBETAN TERR,BLACK,981020045562307,12/12/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,12/26/2021,Sunday,Sunday
A063078,ROCKY,Dog,Neutered Male,,,CHIHUAHUA SH,BLACK,981020045564537,12/12/2021,Owner Surrendered,Over the Counter,Foster,Adoption,12/15/2021,Sunday,Wednesday
A063078,ROCKY,Dog,Neutered Male,,,CHIHUAHUA SH,BLACK,981020045564537,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,12/28/2021,Tuesday,Tuesday
A063086,,Cat,Male,,3,DOMESTIC SH,BLACK,,12/14/2021,Stray,Over the Counter,Euthanized,Vet Clinic,12/14/2021,Tuesday,Tuesday
A063091,ERAGON,Cat,Neutered Male,3,,DOMESTIC SH,GRAY,981020045327058,12/14/2021,Stray,Over the Counter,Adoption,Walk-In,02/20/2022,Tuesday,Sunday
A063098,,Cat,Female,2,,DOMESTIC SH,TORTIE,991001003142868,12/15/2021,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,12/15/2021,Wednesday,Wednesday
A063106,TUCKER,Dog,Neutered Male,2,,PIT BULL,WHITE,985141001692575,12/16/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,12/16/2021,Thursday,Thursday
A063108,WOBBLES,Cat,Female,2,,DOMESTIC MH,GRAY,981020045380421,12/27/2021,Foster,Over the Counter,Foster,Adoption,01/03/2022,Monday,Monday
A063108,WOBBLES,Cat,Female,2,,DOMESTIC MH,GRAY,981020045380421,12/17/2021,Stray,Over the Counter,Foster,Adoption,12/27/2021,Friday,Monday
A063108,WOBBLES,Cat,Female,2,,DOMESTIC MH,GRAY,981020045380421,03/15/2022,Foster,Over the Counter,Missing,While In Foster,03/15/2022,Tuesday,Tuesday
A063110,KINGSTON,Dog,Neutered Male,2,,BELG MALINOIS,BLACK,981020045352767,12/17/2021,Stray,Over the Counter,Foster,Adoption,12/28/2021,Friday,Tuesday
A063110,KINGSTON,Dog,Neutered Male,2,,BELG MALINOIS,BLACK,981020045352767,01/05/2022,Foster,Over the Counter,Adoption,Walk-In,01/05/2022,Wednesday,Wednesday
A063112,TOAST,Cat,Neutered Male,,10,DOMESTIC SH,BRN TABBY,981020045320090,12/18/2021,Stray,Over the Counter,Foster,Adoption,01/02/2022,Saturday,Sunday
A063112,TOAST,Cat,Neutered Male,,10,DOMESTIC SH,BRN TABBY,981020045320090,04/14/2022,Foster,Over the Counter,Adoption,Walk-In,04/14/2022,Thursday,Thursday
A063121,CHESTER,Dog,Neutered Male,,5,LABRADOR RETR,BLACK,981020047587095,11/23/2022,Foster,Over the Counter,Adoption,Walk-In,11/23/2022,Wednesday,Wednesday
A063121,CHESTER,Dog,Neutered Male,,5,LABRADOR RETR,BLACK,981020047587095,12/20/2021,Stray,Animal Control,Foster,M/L DOG,12/27/2021,Monday,Monday
A063126,OREO,Dog,Female,17,,LABRADOR RETR,BLACK,,12/22/2021,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,12/22/2021,Wednesday,Wednesday
A063128,DALLAS,Cat,Spayed Female,2,,DOMESTIC LH,TORBIE,981020045341967,12/22/2021,Stray,Over the Counter,Foster,Adoption,01/07/2022,Wednesday,Friday
A063128,DALLAS,Cat,Spayed Female,2,,DOMESTIC LH,TORBIE,981020045341967,03/04/2022,Foster,Over the Counter,Adoption,Website Information,03/04/2022,Friday,Friday
A063131,LYDIA,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,,12/22/2021,Stray,Over the Counter,Foster,FINDER,12/22/2021,Wednesday,Wednesday
A063131,LYDIA,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,98513006096679,12/28/2021,Foster,Over the Counter,Adoption,Walk-In,01/15/2022,Tuesday,Saturday
A063136,KEELEY,Cat,Spayed Female,,5,DOMESTIC SH,GRAY TABBY,981020045329945,12/22/2021,Owner Surrendered,Over the Counter,Foster,Adoption,01/01/2022,Wednesday,Saturday
A063136,KEELEY,Cat,Spayed Female,,5,DOMESTIC SH,GRAY TABBY,981020045329945,01/10/2022,Foster,Over the Counter,Adoption,Walk-In,01/10/2022,Monday,Monday
A063138,JAMESON,Cat,Neutered Male,2,,DOMESTIC MH,BLACK,982091064377524,12/23/2021,Owner Surrendered,Over the Counter,Foster,Adoption,12/23/2021,Thursday,Thursday
A063138,JAMESON,Cat,Neutered Male,2,,DOMESTIC MH,BLACK,982091064377524,12/22/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/23/2021,Wednesday,Thursday
A063138,JAMESON,Cat,Neutered Male,2,,DOMESTIC MH,BLACK,982091064377524,12/29/2021,Foster,Over the Counter,Adoption,Walk-In,12/29/2021,Wednesday,Wednesday
A063146,INDY,Dog,Spayed Female,8,,LABRADOR RETR,BLACK,981020045342603,12/23/2021,Stray,Over the Counter,Foster,Adoption,01/05/2022,Thursday,Wednesday
A063146,INDY,Dog,Spayed Female,8,,LABRADOR RETR,BLACK,981020045342603,02/23/2022,Foster,Over the Counter,Adoption,Website Information,02/23/2022,Wednesday,Wednesday
A063149,WASHINGTON,Dog,Neutered Male,,,MALTESE,WHITE,985112008161469,12/25/2021,Stray,Over the Counter,Return to Owner,Microchip,12/25/2021,Saturday,Saturday
A063153,NESTA,Cat,Spayed Female,,,DOMESTIC SH,BRN TABBY,981020041565719,12/26/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/01/2022,Sunday,Saturday
A063156,WALLACE,Dog,Neutered Male,4,,POODLE STND,BLACK,981020045322595,12/26/2021,Stray,Animal Control,Foster,Adoption,01/07/2022,Sunday,Friday
A063156,WALLACE,Dog,Neutered Male,4,,POODLE STND,BLACK,981020045322595,02/15/2022,Foster,Over the Counter,Adoption,Walk-In,02/15/2022,Tuesday,Tuesday
A063161,SIMON,Cat,Neutered Male,2,8,DOMESTIC SH,BLACK,982126053402407,01/08/2022,Foster,Over the Counter,Adoption,Walk-In,01/08/2022,Saturday,Saturday
A063161,SIMON,Cat,Neutered Male,2,8,DOMESTIC SH,BLACK,982126053402407,12/27/2021,Stray,Over the Counter,Foster,Adoption,01/08/2022,Monday,Saturday
A063170,POLLY,Cat,Spayed Female,2,,DOMESTIC SH,WHITE,98102004532727,12/28/2021,Stray,Over the Counter,Adoption,Walk-In,01/08/2022,Tuesday,Saturday
A063175,ROSIE,Dog,Spayed Female,5,,BORDER COLLIE,TRICOLOR,981020045312898,12/29/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/21/2022,Wednesday,Friday
A063177,FERGUS,Dog,Neutered Male,2,,SC WHEAT TERR,WHITE,981020027146740,12/29/2021,Stray,Over the Counter,Return to Owner,Walk-In,12/29/2021,Wednesday,Wednesday
A063180,PIPER,Dog,Female,4,,BEAGLE,TRICOLOR,981020021520532,12/30/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,12/30/2021,Thursday,Thursday
A063182,KAI,Dog,Male,3,,SIBERIAN HUSKY,BLACK,991001002400583,12/30/2021,Stray,Animal Control,Return to Owner,Walk-In,12/30/2021,Thursday,Thursday
A063193,BETTY,Cat,Spayed Female,,6,DOMESTIC SH,BLACK,981020045390325,01/01/2022,Stray,Over the Counter,Adoption,Walk-In,01/11/2022,Saturday,Tuesday
A063195,NOLA,Dog,Spayed Female,2,,SIBERIAN HUSKY,BLACK,981020045318165,01/01/2022,Stray,Animal Control,Foster,Adoption,01/07/2022,Saturday,Friday
A063195,NOLA,Dog,Spayed Female,2,,SIBERIAN HUSKY,BLACK,981020045318165,01/18/2022,Foster,Over the Counter,Adoption,Walk-In,01/18/2022,Tuesday,Tuesday
A063204,BEAR,Dog,Neutered Male,1,,LABRADOR RETR,BLACK,981020045333651,01/02/2022,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/15/2022,Sunday,Saturday
A063206,ROSE PETALS,Other,Spayed Female,,7,NEW ZEALAND WHT,WHITE,,01/02/2022,Owner Surrendered,OTC APPT,Foster,Adoption,03/27/2022,Sunday,Sunday
A063206,ROSE PETALS,Other,Spayed Female,,7,NEW ZEALAND WHT,WHITE,981020045339007,04/07/2022,Foster,Over the Counter,Adoption,Walk-In,04/07/2022,Thursday,Thursday
A063213,MOCHA,Cat,Spayed Female,,1.35,DOMESTIC MH,TORTIE,,01/02/2022,Stray,Over the Counter,Foster,Underage or Underweight,01/05/2022,Sunday,Wednesday
A063213,MOCHA,Cat,Spayed Female,,1.35,DOMESTIC MH,TORTIE,981020045358149,02/10/2022,Foster,Over the Counter,Foster,Adoption,02/12/2022,Thursday,Saturday
A063213,MOCHA,Cat,Spayed Female,,1.35,DOMESTIC MH,TORTIE,981020045358149,02/04/2022,Foster,Over the Counter,Foster,Adoption,02/09/2022,Friday,Wednesday
A063213,MOCHA,Cat,Spayed Female,,1.35,DOMESTIC MH,TORTIE,981020045358149,04/29/2022,Foster,Over the Counter,Adoption,Website Information,04/29/2022,Friday,Friday
A063215,,Cat,Unknown,10,,DOMESTIC SH,BLACK,,01/01/2022,Stray,Animal Control,Euthanized,Vet Clinic,01/01/2022,Saturday,Saturday
A063221,DUNDEE,Dog,Neutered Male,13,,CAROLINA DOG,TAN,,01/03/2022,Stray,Animal Control,Foster,M/L DOG,01/13/2022,Monday,Thursday
A063221,DUNDEE,Dog,Neutered Male,13,,CAROLINA DOG,TAN,4B04182320,02/06/2022,Foster,Over the Counter,Adoption,Walk-In,02/06/2022,Sunday,Sunday
A063222,LOAF,Cat,Neutered Male,2,,DOMESTIC SH,BRN TABBY,981020045345343,01/03/2022,Stray,Animal Control,Adoption,Walk-In,03/06/2022,Monday,Sunday
A063224,HENNESSY,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045330571,01/04/2022,Stray,Over the Counter,Return to Owner,Walk-In,01/13/2022,Tuesday,Thursday
A063224,HENNESSY,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045330571,02/01/2022,Stray,Over the Counter,Foster,Adoption,02/12/2022,Tuesday,Saturday
A063224,HENNESSY,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045330571,06/27/2022,Foster,Over the Counter,Adoption,Walk-In,06/28/2022,Monday,Tuesday
A063224,HENNESSY,Dog,Spayed Female,1,,PIT BULL,BLACK,981020045330571,09/05/2022,Foster,Over the Counter,Adoption,Walk-In,09/24/2022,Monday,Saturday
A063231,MR SILLY SPRINKLES,Other,Neutered Male,2,,RABBIT SH,WHITE,,01/04/2022,Owner Surrendered,OTC APPT,Foster,Adoption,02/20/2022,Tuesday,Sunday
A063231,MR SILLY SPRINKLES,Other,Neutered Male,2,,RABBIT SH,WHITE,981020045325527,03/26/2022,Foster,Over the Counter,Adoption,Website Information,03/26/2022,Saturday,Saturday
A063232,BLUE,Dog,Neutered Male,1,6,LABRADOR RETR,BLUE BRINDLE,981020045121374,01/04/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/21/2022,Tuesday,Monday
A063238,,Dog,Neutered Male,,,BOXER,FAWN,981020045319377,01/04/2022,Stray,Animal Control,Adoption,Walk-In,01/11/2022,Tuesday,Tuesday
A063244,,Dog,Neutered Male,,3,MASTIFF,BROWN,981020045349844,01/05/2022,Stray,Over the Counter,Adoption,Walk-In,01/11/2022,Wednesday,Tuesday
A063245,BEAU,Dog,Neutered Male,,3,TR WALKER HOUND,TAN,981020045331897,01/05/2022,Stray,Over the Counter,Adoption,Walk-In,01/11/2022,Wednesday,Tuesday
A063245,BEAU,Dog,Neutered Male,,3,TR WALKER HOUND,TAN,981020045331897,01/14/2022,Return,Over the Counter,Adoption,Walk-In,01/16/2022,Friday,Sunday
A063250,WOOKIE,Cat,Neutered Male,3,,DOMESTIC SH,WHITE,982000357682456,01/06/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/13/2022,Thursday,Sunday
A063251,ISIS,Dog,Spayed Female,,10,GERM SHEPHERD,BLACK,981020045326918,01/06/2022,Confiscated,Bite,Return to Owner,Walk-In,01/20/2022,Thursday,Thursday
A063251,ISIS,Dog,Spayed Female,,10,GERM SHEPHERD,BLACK,981020045326918,03/03/2022,Stray,Animal Control,Return to Owner,Walk-In,03/05/2022,Thursday,Saturday
A063257,TAMMY TICKLES,Other,Female,2,,HAMSTER,GRAY,,01/07/2022,Stray,Over the Counter,Adoption,Walk-In,02/19/2022,Friday,Saturday
A063272,ROCKY,Other,Male,1,6,GUINEA PIG,WHITE,,01/09/2022,Owner Surrendered,OTC APPT,Transfer,Private Animal Shelter,03/10/2022,Sunday,Thursday
A063275,SPYRO,Cat,Neutered Male,4,,DOMESTIC LH,BRN TABBY,981020045337380,01/09/2022,Stray,Over the Counter,Adoption,Walk-In,03/01/2022,Sunday,Tuesday
A063280,SUPER METROID,Cat,Spayed Female,2,,DOMESTIC SH,BLACK,,01/10/2022,Stray,Animal Control,Transfer,Rescue Group,02/25/2022,Monday,Friday
A063287,LUCY,Cat,Spayed Female,,,DOMESTIC MH,BLACK,981020045321489,01/11/2022,Stray,Over the Counter,Foster,Underage or Underweight,01/11/2022,Tuesday,Tuesday
A063287,LUCY,Cat,Spayed Female,,,DOMESTIC MH,BLACK,981020045321489,02/17/2022,Foster,Over the Counter,Adoption,Website Information,02/17/2022,Thursday,Thursday
A063287,LUCY,Cat,Spayed Female,,,DOMESTIC MH,BLACK,981020045321489,01/28/2022,Foster,Over the Counter,Foster,Adoption,01/28/2022,Friday,Friday
A063289,,Cat,Female,,2,DOMESTIC SH,BRN TABBY,,01/11/2022,Stray,Over the Counter,Unassisted Death,While In Kennel,01/12/2022,Tuesday,Wednesday
A063290,JET,Dog,Neutered Male,2,,SIBERIAN HUSKY,BLACK,985112004513147,01/11/2022,Stray,Animal Control,Return to Owner,Walk-In,01/12/2022,Tuesday,Wednesday
A063299,JASPER,Dog,Male,3,,PIT BULL,BLACK,982091068043861,01/13/2022,Stray,Animal Control,Return to Owner,Outside of Shelter,01/13/2022,Thursday,Thursday
A063307,PEPPER ANNE,Dog,Spayed Female,2,,PIT BULL,BLUE,981020045343457,01/14/2022,Stray,Animal Control,Adoption,Walk-In,02/07/2022,Friday,Monday
A063317,BABY BEAR,Dog,Neutered Male,,,CHOW CHOW,RED,981020045330640,01/16/2022,Confiscated,Owner Arrested,Adoption,Walk-In,02/03/2022,Sunday,Thursday
A063319,TOBY,Dog,Neutered Male,,,BEAGLE,TRICOLOR,991001000262177,01/16/2022,Owner Surrendered,OTC APPT,Adoption,Walk-In,02/24/2022,Sunday,Thursday
A063319,TOBY,Dog,Neutered Male,,,BEAGLE,TRICOLOR,991001000262177,03/14/2022,Owner Surrendered,Over the Counter,Transfer,Rescue Group,05/23/2022,Monday,Monday
A063319,TOBY,Dog,Neutered Male,,,BEAGLE,TRICOLOR,991001000262177,03/11/2022,Stray,Over the Counter,Return to Owner,Walk-In,03/14/2022,Friday,Monday
A063322,GISELE,Cat,Spayed Female,,1.8,DOMESTIC SH,BLK TABBY,981020047569904,05/05/2022,Foster,Over the Counter,Adoption,Walk-In,05/12/2022,Thursday,Thursday
A063322,GISELE,Cat,Spayed Female,,1.8,DOMESTIC SH,BLK TABBY,,01/16/2022,Stray,Over the Counter,Foster,Underage or Underweight,01/17/2022,Sunday,Monday
A063329,GOOSE,Dog,Male,2,,FRENCH BULLDOG,GRAY,900215000934590,01/17/2022,Stray,Animal Control,Return to Owner,Website Information,01/18/2022,Monday,Tuesday
A063330,BOMBON,Dog,Female,2,,FRENCH BULLDOG,BR BRINDLE,,01/17/2022,Stray,Animal Control,Return to Owner,Website Information,01/18/2022,Monday,Tuesday
A063342,COCOA PEBBLES,Dog,Spayed Female,,11,PIT BULL,BLACK,981020045323360,01/19/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/06/2022,Wednesday,Sunday
A063347,CAMI,Cat,Spayed Female,,3,DOMESTIC SH,GRAY TABBY,981020045341141,01/20/2022,Stray,Over the Counter,Foster,Adoption,01/29/2022,Thursday,Saturday
A063347,CAMI,Cat,Spayed Female,,3,DOMESTIC SH,GRAY TABBY,981020045341141,04/29/2022,Foster,Over the Counter,Adoption,Website Information,04/29/2022,Friday,Friday
A063347,CAMI,Cat,Spayed Female,,3,DOMESTIC SH,GRAY TABBY,981020045341141,02/04/2022,Foster,Over the Counter,Foster,Adoption,02/13/2022,Friday,Sunday
A063349,PRINCETON,Dog,Neutered Male,11,,PIT BULL,TAN,981020045324056,01/21/2022,Stray,Over the Counter,Return to Owner,Walk-In,01/22/2022,Friday,Saturday
A063350,CLEO,Cat,Spayed Female,,6,DOMESTIC SH,BLACK,981020045332700,01/21/2022,Stray,Animal Control,Foster,Adoption,01/29/2022,Friday,Saturday
